,Name,Title,Body,Stars,Time,Vine Voice
86,joseph newkirk,Better than a lot of Name Brands!,"We got these to “hold us over” when our last set started breaking until we could buy a nice, new name brand set. But these have been a pleasant surprise and looking for a name brand set is no longer a priority. They’re sharp, easy to hold, cut way better than anything else we’ve had, and have so far managed to hold an edge. Plus the set is much bigger than many sets you get for 2-3x the price. Highly recommend!##",5.0,"Reviewed in the United States 🇺🇸 on April 8, 2022",
87,Tom,Phenomenal set!,"These knives are well worth the price. I am a picky buyer and like sturdy, well made products that do what they say they're going to do, and I have absolutely no complaints. These are very well made, not cheap garbage like we see so often. The handles are very very nice and sturdy. The knives are extremely sharp. I foolishly locked myself out of my house andnd the only items I had to get back in was one of the knives from this set. So I used it as a chisel away the wood on my door jam So I could open the door. It was super easy because these knives are so sharp and when I was all finished the knife had the same sharpness as when I started. So nothing that you could cut on your dinner plate or in your kitchen will be affect the sharpness of these knives. I don't believe I'll ever have to replace these knives. I would definitely buy these again!##",5.0,"Reviewed in the United States 🇺🇸 on September 24, 2020",
88,J. Thompson,A lot for very little,A lot of knives for such little money##,5.0,"Reviewed in the United States 🇺🇸 on September 29, 2022",
89,M. Alexander Greifenkamp,My parents have a nice set of Chicago Cutlery knives they've had for twenty ...,"I am hugely impressed with these knives. My parents have a nice set of Chicago Cutlery knives they've had for twenty years or so, and they tend to be the metric by which I compare knives. I looked all over the place, in stores, and on Amazon for my own set. I found a Chicago Cutlery set that I liked, but I've heard some bad things about a supposed drop in quality they've had over the years. Right before I was going to order them, this set popped up in ""recommended"" feed.For starters, it was *exactly* the set I wanted. Other sets had most of the knives I wanted, but would be missing the Santoku or something. Others were too small, still others had knives I didn't need or want. This, however, had everything exactly - right down to the serrated steak knives. And for half the price, I figured why not go for it? So I did. And they've been amazing. Daily use out of the Santoku and Chef's Knife for the last two months, and I still have yet to sharpen either. They have a nice weight, they feel balanced, and they look really nice. I saw some other reviewers maybe had some issues with the knife block, but all of mine fit evenly and look great.If you're looking for a good set of knives on a budget, these are the way to go. They won't beat out a German hand-made in a one-to-one or anything like that, but the quality/price ratio on these is absolutely astounding.##",5.0,"Reviewed in the United States 🇺🇸 on October 18, 2015",
90,Steve Olsen,You will not find a better knife set for the price!,"Holy cow are these knives sharp! (Some, easily as sharp as a razor utilty knife; the others are close to that level  if not better.)  That is the first thing you will notice about the set. These knives work well. They are amazing for the price and if you care for them, they will last a long time. The wooden block is pine and smells very strongly of pine oil, but that is a bonus if you ask me. The only thing about the block is that it has some left over factory sawdust in the knife slots. No big deal, but you need to clean those slots out before putting the knives in their slots. This replaced a set of knives that was a lot more expensive and these are far sharper and better. You really cannot go wrong with this knife set.##",4.0,"Reviewed in the United States 🇺🇸 on September 29, 2020",
91,AJ13_91,Decent knives if you're on a budget,"The good: These are full tang knives, which isn't the most common things in this price range, which is great. Additionally, the knives all seem very sharp, and cut through everything I've used them on so far quite easily.The bad: I was under the impression that these were dishwasher-safe when I ordered them (maybe I read a review or something saying so?), but they are not; the packaging itself says ""HAND WASH ONLY"" in big, bold letters.Overall, these are a pretty good choice if you need some knives and don't want to spend much. Obviously, they aren't going to be as good as something high-end, but they'll get the job done.##",4.0,"Reviewed in the United States 🇺🇸 on July 18, 2021",
92,Miriam,Very nice for the price.,"Growing up, there was always that one pesky slot on the knife block that was missing a knife. When I got my own apartment, I swore off purchasing a knife block and instead opted for high end individual knives. Around this time, I also became a vegetarian, and decided I didn't need steak knives. Fast forward to today - my husband and I eat meat, we have some individual knives, and love to cook. Our small apartment in NYC has two kitchen drawers (SERIOUSLY), and I realized that we needed more a compact way to hold a greater variety in knives. I purchased this because it addressed all of these issues.Pros:- great variety. I literally use, and have used, all of the knives included with this set. I love the inclusion of the santoku.- very sharp, and easy to sharpen. these came sharp sharp sharp. nothing crazy, but I love using a seriously sharp knife. the sharpener works well enough.- compact and low profile for countertop. the color is muted enough that it fits into a corner easily, and is not very noticeable. The classic black knives look great, with no branding.- hidden branding - the block has branding on one side, but that side faces the wall. perfect!Cons:- these are all cheaper knives, as evidenced by the price. they may not last forever. they may not impress your chef friends. but for the price, I would buy them again and again and again.##",5.0,"Reviewed in the United States 🇺🇸 on December 6, 2016",
93,Docj085,Impressive.,"After buying what we thought was a quality Chicago cutlery set a few months ago, we made the mistake of putting them in a dishwasher and then becoming frustrated when they started to rust. That led to a lot of research into what makes a kitchen knife high quality. Things I learned were 1) pretty much never put kitchen knives in the dishwasher (it will cause most knives to rust eventually), 2) high carbon stainless steel is better than regular stainless steel, 3) forged knives are higher quality than stamped knives, 4) a knife has a better balance when it's forged and when the metal runs all the way through the handle.Understand, this is a very basic explanation. I'm in no way a professional chef. My wife and I just wanted a set that would look good, cut well, and feel like good quality. This set is all of that and then some. My experience with Amazonbasics is that they are very simple, functional products. I have to say this product goes beyond that because immediately when you pick up the knives they have a high quality feel to them. You'll notice a huge difference between knives in a similar price range. I would argue they are of similar quality to knive sets that sell for double the price. My wife was a bit skeptical of these seeing as how quickly the Chicago cutlery set disappointed, but we're both VERY happy with the quality of the knives. The wood block also has a quality feel and weight too it. Great job Amazon.##",5.0,"Reviewed in the United States 🇺🇸 on September 18, 2015",
94,Doggie Daddy,Rust easily,Very sharp##,4.0,"Reviewed in the United States 🇺🇸 on May 25, 2022",
95,Evan Castelloe,Good knife set,"I like this knife set. It’s simple, it gets the job done##",5.0,"Reviewed in the United States 🇺🇸 on August 8, 2022",
96,Corey Turcotte,They work and they are cheap,"I opened up my knife set today and I can't believe  how much you get in this set for so cheap. Unfortunately the first thing I seen when opening the set wash a warning that the knifes are not to be washed in the dishwasher. That was a real bummer for me. You really can't beat the price tough so I am still in just not as happy as I could be. I tested the knives by cutting up a tomato. I am no chef, so a simple test to see if they were sharp and work well and they were good. I wish I would have read the reviews before I purchased because I really hate the fact you cannot just throw them in the dishwasher. So, if you are like me and don't want to have to hand wash your knives then probably not the knife set for you, but if you don't care about that and just want a cheap set of knives that work I believe this is a good set for you. Actually if they had been dishwasher safe I would have given them a 5 Star from my initial test. Time will tell if they last, but for now I am happy with the knifes performance.##",4.0,"Reviewed in the United States 🇺🇸 on August 21, 2016",
97,Parkercxx12,Great budget friendly knife set,"Tl;Dr: knives are forged and have good weight, fairly impressed with this bargain buy!I’ll start by saying I haven’t sliced or cut anything with these knives yet, but first impressions from unboxing these... WOW!I’ve got to say for a AmazonBasics, $70, knife set I wasn’t expecting ever knife to be forged stainless steel. The bigger knives maybe, but even the steak knives are forged!The weight of these knives is pretty good, each knife has so heft to it which I like. The handle leaves a little something to be desired but honestly for the price I paid and for what I got I’m happy with these so far. I was ready to drop hundreds of dollars (begrudgingly) and then saw these and thought “I’ll give them a shot and worst case I return them.”Well done Amazon.##",4.0,"Reviewed in the United States 🇺🇸 on February 11, 2020",
98,Amazon Customer,Better than discount store cheapo's.,"I bought these as a gift for a family member. Had they been mine, I would have returned them, but the end user is pleased because they are far better than the cheap, old knives they were using.These are somewhat better than discount store cheap knives, but they had obvious rework when several of the blades were ground. The handles are of a good size, and  maybe a little heavy. Overall I would say they are priced well according to the quality.I have Henckels, and while these look the same, you can tell the difference between them blindfolded.##",4.0,"Reviewed in the United States 🇺🇸 on March 8, 2021",
99,R.H. Smith - Indy,So far.... Very Decent!! 👍,"Overall with only limited use, I have found this set to be quite decent especially for the price! The only real ""clunker"" in the set is the food shears. The shears are just slightly heavy scissors. Fortunately I had another pair of much more deluxe ""quick break-apart"" proper food shears that just fit perfectly in the hole in the storage block made for the original shears. All in all... I would give this set a big 👍 keeping the price point in mind. 🙂##",4.0,"Reviewed in the United States 🇺🇸 on July 30, 2021",
100,Elaina,GOOD VALUE FOR THE PRICE,"I would say this knife set is a pretty good value for the price, they aren’t cheap and breakable they’re very sturdy. I got this as a gift for my mom since we hadn’t gotten a new set in a while and this is definitely a great gift. They only thing I wish I would have know about this is how the holder for the knives functions. We put it on the counter with a cabinet above it and the holder isn’t slanted it stands straight up, so in order to get one of the larger knives, we have to slide the holder out or angle it. Other than that this was definitely worth the money!##",4.0,"Reviewed in the United States 🇺🇸 on October 5, 2020",
101,Jay Kay,Well….,Every knife I received except 2 are serrated. The product description nor the picture of the product show every knife being serrated but that’s what I received. It’s a good looking set though.##,3.0,"Reviewed in the United States 🇺🇸 on July 7, 2022",
102,E. Money,will not stay sharp until I bought electric knife sharpner,"I have had these knives 5 years I cannot get them sharp enough to slice a tomato, I looked through all questions and reviews and no one has an answer on how to keep the knives sharp......I dont use the knives very often....I'm going to try an electric sharpener before I buy a new set....I bought the presto electric knife sharpener my knives are razor sharp now, a friend of mine has an expensive knife set I sharpened hers she could not believe it so if you buy this set plan on buying an electric knife sharpener the sharpener the set comes with is worthless##",4.0,"Reviewed in the United States 🇺🇸 on October 15, 2020",
103,Chris,Cheap but good to use.,It's very cheap. I cannot believe can use less than 30 bucks to buy a set of knives. The pine wood holder have a strong smell. I returned one knife set I bought weeks ago. I can tell the difference between those two sets. The blade of this one is much thiner but it is enough to use. I really recommend you to buy this one only for your dailly use not a gift. If you wanna have a better cook experience. I suggest to spend 50 bucks to buy a zwilling 8 inch chf knife to subtitute the knife in this set. Just buy a good chef knife is enough.##,4.0,"Reviewed in the United States 🇺🇸 on September 12, 2020",
104,Dan R,"Worth the price, but not comfortable.","I found the handles to be a lot more angular than it seems like in the photos, and were much shorter than I expected.  This made the knives extremely uncomfortable to hold and awkward to handle (and having recently flayed open a finger due to slipping while deboning a duck [not with these knives]... finesse with a knife is important to me).  I've got decently large hands though, so you may find that this isn't as big of an issue.Otherwise, the knives were sharp, though less so than I expected (side by side potato slicing comparison to a new cheap Victorinox showed the latter as a clear winner).  I do not know it running them through a sharpener can improve this.  The knives had a good heft to them, but that also made them all the more awkard to hold due to the handles.The block looks nice, and is solid.  The Amazon Basics logo in unobtrusively located on the back.  I don't understand the placement of the steak knives on the front of the block, but as that is standard, I can't really fault this product for it (the handles block access to the actual knives, and are used much less so why not put them in the back?).All in all, at this price point this would be a great set for a 2nd property, but I wouldn't use it as a primary set.  This set probably has knives that will never see much use (really a chef's knife, paring knife, bread knife, and boning knife are all you'll need), but at the price the extra knives are just bonuses.I returned the set due to the short uncomfortable handles, and will be using a la carte Victorinox knives instead.##",3.0,"Reviewed in the United States 🇺🇸 on February 26, 2016",
105,Dawn ,Very nice product for the price!,Very nice & durable product for the price! Very sharp & nice knives & the wooden block is perfect size for the knives to be placed into! I do recommend this item!##,5.0,"Reviewed in the United States on May 19, 2022",
106,Lindsey,Why did it take me so long???,"I have no idea why it took me so long to buy these. I've been looking at knives for a solid four months. I'll never get that time back. Don't do what I did; just buy these knives. You won't regret it. They are sharp. There is tons of variety. They fit into the block very well. They are so much cheaper and of equal quality to knives that you would spend four times as much for. Don't be fooled by the Amazon brand name, just buy these.##",5.0,"Reviewed in the United States on October 10, 2021",
107,Aerofoto,Buy them right now and never look back.,"My review really is just going to echo the many rave reviews of this knife set. The description is not kidding when they say ""Professional grade stainless"". It is high-grade, high-carbon stainless steel. I don't know where the metal is sourced from, but it's NOT the cheap stuff. The knives are very sharp and have been after two months of use. The knives have not rusted or discolored yet even after many handwashes and soaks in the sink. This is what I think of when I hear or read about stainless steel - it won't rust easily. However, EVERY other knife set I have ever owned, some of them in the $300 range, has rusted or discolored after only a few washes. These have not. Quite pleased about that. The knife block is very basic, but does its job. I would say my biggest complaint is with the scissors/shears. They come apart VERY easily. Nearly every time I try to use them, they come apart at some point. They are designed to do this for cleaning, which I appreciate. I just take some extra caution when using them and it's fine.Overall, perfect knife set at twice the price. At this price, it's a steal. Buy it now and never look back.##",5.0,"Reviewed in the United States on February 16, 2016",
108,L Monty,Rusts,I’ve only had these knives since October. I’ve been using them since November I follow the manufactures recommendations about how to use and they are already resting. Very disappointed.##,2.0,"Reviewed in the United States on January 4, 2023",
109,imerica.e,A fabulous addition to your kitchen!,"While these knives are obviously very reasonably priced, they really are great quality, too! When we were first married, I was gifted a kitchen aid knife set. It seemed nice at first but very quickly deteriorated -- and I NEVER run my knives through the dishwasher. I consider myself to be fairly advanced in the kitchen as compared to my peers, so when I got these knives in the mail, I was shocked at how well they impressed me. We had just moved to a new place and I ordered something quickly to have just until I could get new set after researching. (The kitchen aid knives were not worth taking with us on our move.) Well after using these for 6 months, I haven't even had second thoughts about ordering a new set! I absolutely love these! They're sharp, the handles are durable, and the set itself has just about all the variation I need. I only had to buy one other knife separate from the set at a local store just to fit my personal chopping preferences. If you're a young married couple looking for a nice set at a great price, this is the one for you. They hold up SO well and I don't have one single complaint about them.##",5.0,"Reviewed in the United States on January 12, 2016",
110,Rob Mccullough,Excellent value,Excellent quality for the price. Only knife snobs would talk these down. My $800.00 Henkels were stolen. Was not going to spend that amount again. Honestly astonishing!##,5.0,"Reviewed in the United States on May 9, 2022",
111,G9195,A great entry/value set,"First, my family has a ~$200-300 Wusthof block set which is great so naturally, I wanted one when I moved out. But I can't quite afford to drop that much on a knife block (came with 8 knives I think). So compared to all the other budget knife block sets (Farberware, Chicago Cutlery, Cuisinart, etc.), these seem to top all of them in quality and value. I haven't had an issue with them yet and have had them for about 2 months now. I have not sharpened them yet. I've heard from lots of knives that they rust. I have mostly washed and dried them immediately after using and haven't had issues (yet, knock on wood). Definitely would make a great housewarming gift.Pros:-Price-Staying sharp so far-Generous 18 pieces-Full tang-Comfortable grip-Cuts well-Good variety of bladesCons:-Nothing important-Really the only thing I would want would be to have branded knives but I don't want some hideous Amazon Basics logo on my knife set so I'm good, not that the quality is shameful, which AB is actually very good usually##",5.0,"Reviewed in the United States on June 26, 2017",
112,JD,Great Value for the money.,Great set for the price although I would probably spend the extra money for the bigger set. Only reason I didn’t give 5 stars is because they don’t wash well. You have to wash and dry them immediately. If you wash them And let them self dry they will rust. Overall I would recommend. If they last you for 2-3 years they definitely paid for themselves.##,4.0,"Reviewed in the United States on June 4, 2021",
113,Amazon Customer,"Quality, Affordable Knife Set - No Rust Issues!","I purchased this set a little over 5 months ago now and have been using the knives daily. They are really good quality and super sharp so they cut great (though will also cut your hands if you're not careful).I was a little hesitant to buy them after reading reviews about them rusting quickly; however, I have not had any issues with rust since I bought them (I typically wash dishes immediately after use and let them dry in a drying rack).##",5.0,"Reviewed in the United States on September 8, 2021",
114,S. Hick,I BUY CHEAP KNIVES,"These amazonbasics knives look good and sturdy for the price.  They seem to be well made. We really like the bread knife and the steak knives are good.  The problem, as far as I can tell, is really soft steel.  They were dull out of the box, but I sharpened them.  It seemed to take a long time to get an edge.  A week later they needed sharpened again.  They look so nice, I thought it was me, so I bought a Smith sharpener.  I could not get an edge on these with the smith sharpener. I did notice a large pile of metal shavings,  More than anything I've ever sharpened. So I went back to the stone, and I got a decent edge.  Dull again, in about 3 days...  I will not accept defeat, so I bought a relatively expensive Lansky sharpening kit -4 steps.  I can only get a decent edge on Amazon knives with the medium diamond hone.  Chop a pound of carrots on a bamboo cutting board and the edge is gone.  I can put a razor edge on Gerber knives with the fine diamond hone and it lasts... To put things in perspective the  last full set of knives that I bought, were ""As seen on TV  Ginsu""-  $35 set lasted 20 years and they were sharp!  On the bright side, I have plenty of good knife sharpeners now...##",2.0,"Reviewed in the United States on October 21, 2020",
115,OSMANY,"Awesome for the price, good quality",Happy with it##,4.0,"Reviewed in the United States 🇺🇸 on February 6, 2022",
116,karisha,Amazed by this set..,"For the price wasn't expecting much but this is better then a 100$ set!!!! Very sharp, and stury!! Love this!!! Never going to by an overly expensive knife set ever again 😁##",5.0,"Reviewed in the United States 🇺🇸 on April 11, 2022",
117,Amazon Customer,Impressive,"When I picked up the box I was impressed by how heavy it was. They were well packaged and the knives appear to be of decent quality and feel good in your hand. Got a deal on Prime Day and they were a great value. Im happy with them. Will see how they hold up in the long run, but I  believe they will last a long time based on initial appearance, and they are just going to be used for my casual home everyday kitchen needs.##",5.0,"Reviewed in the United States 🇺🇸 on June 23, 2021",
118,Jason davis,Not bad,Could have been sharper##,4.0,"Reviewed in the United States 🇺🇸 on January 29, 2022",
119,Smokechaser,I love this knife set,"I love this knife set! I was hesitant when I bought them as they were a no-name but there were some really good reviews. These can get and stay really sharp. I like that only the steak knives are serrated as it allows me to sharpen the other knives regularly to keep them cutting really well using either the steel that they come with or a stone that I use for my other knives. I find that I really use one of the middle sized knives primarily but there is a really great selection of blades in this package. I looked around hard for a knife set when I bought these and nothing compared. The expensive sets had fewer knives, a big name and price and the cheaper sets were just too cheap. I took a shot with these and don't regret the purchase. I would buy them again in a heartbeat. The price is good and the quality is great!p.s. They say not to put them in the dishwasher but my teenagers did and we have been doing so since and they do seem to hold up pretty well to the washer##",5.0,"Reviewed in the United States 🇺🇸 on September 18, 2016",
120,Robin,Nice But Have To Be Sharpened Constantly,"These are a very reasonable priced knife set, so one cannot really complain. Have bought expensive ones that have rusted too so am sick an tired of dumping a lot of money out for the same results in knife sets. The knives cut and chop nicely but have to be sharpened constantly - like am finding after each use. All in all, for the cost, I can buy another set if these rust out in a couple of years or more. Am happy with my purchase.##",4.0,"Reviewed in the United States 🇺🇸 on September 15, 2020",
121,Rogue57,"Very sturdy, full-tang","EDIT:  It's 2020, and I just realized I've had these knives for over 4 years...  Still no rust, and they still perform the way they did when they were new.  No need to change my rating, as it's still at 5 stars!Very impressed with this knife set!  Much higher quality than I had expected from a $25 set.  Very sturdy, full-tang, super-sharp knives that have held their own against much more expensive knives I've owned.  (The chef's knife did need a few runs down the sharpening steel to bring to a razor edge, but the rest of the non-serrated knives were that way out of the box.)I've read so many of these reviews from people complaining of rust.  STEEL RUSTS...  ""Stainless"" steel is exactly that: STAIN-LESS.  Knives are tools.  And as with any tool, you need to take care of them, if you want them to last.  Hand wash and dry, don't set in a rack to dry, and rub with a bit of mineral oil (as others have said) once in a while, and these knives will last for years, rust-free.##",5.0,"Reviewed in the United States 🇺🇸 on May 30, 2016",
122,susan neutz,Not stainless!,Beware these knives are lovely ergonomic and sharp.  That said right away small areas of rust began to appear on the blades.  Even when hand washed per instructions.  That is the reason for the stars other than that they are 5 star##,3.0,"Reviewed in the United States 🇺🇸 on April 4, 2022",
123,Lily,The best knifes in my kitchen,I use them everyday. Very sharp and dishwasher safe. I will buy more for family.##,5.0,"Reviewed in the United States 🇺🇸 on June 4, 2022",
124,Caleb Bryant,Bottom of the barrel,"I've been buying almost everything I own from Amazon during the past 15yrs. So, I own lots of Amazon basics products. Normally they are great quality products that are well designed and sometimes outperform competitive products.Unfortunately, The last 2 Amazon basics items i've ordered seem to be the cheapest available Chinese product on Alibaba rebranded with the Amazon name. These knives are pretty bad guys. The knives are quite dull straight out of the box. I had difficulty slicing onions, carrots, etc with the chefs knife. I knew they would be made of cheap steel but figured they would at least be sharp out of the box.These are cheap steel, poor design, and dull AF out of the box. If you plan on using these knives more than once I recommend spending $75-100 on a better set instead of $30 on these.##",1.0,"Reviewed in the United States 🇺🇸 on December 22, 2022",
125,tnc,CANT WAIT TO USE,i have been wanting a knife set with a block for awhile now and was so glad to find one on amazon. i cant wait to use this!!##,5.0,"Reviewed in the United States on April 5, 2022",
126,Chelsey Marie,Good but rust over time…,I loved these knifes and the holder that it comes with butttt I noticed the other day that some of the knifes started to have rust on them…##,3.0,"Reviewed in the United States on May 18, 2022",
127,Cathy,Surprisingly  Great Purchase,I have had this set for over 2 years and I am happy with the quality. I have only hand washed the knives and use them constantly. I did buy a sharpener after about 1 year which is normal due to constant use. Definitely not the best kitchen knives I own but great for grabbing quick as I am prepping and cooking. For the price these a great option.##,5.0,"Reviewed in the United States on October 20, 2021",
128,Marissa Ciurleo,Just what I was looking for,"Sharp, holds well, easy to clean##",5.0,"Reviewed in the United States on June 30, 2022",
129,Nolatune,A great product at a great price,"I am totally satisfied with this knife set.  For the past several months I have been perusing the knife sets in department stores.  Didn't find exactly what I wanted.  I wanted a high quality, long-lasting set of knives. Price was not an issue. Then I began the online search.  We hear so much about the German steel. Well, the German steel is exported to China where most all knife sets are made--even the ones with German names. That being said, I  noted that this set is an Amazon choice pick, so I went with this suggestion.  The knives are excellent & the set contains all the knives, plus some, that a home cook could want & use.  The handles are comfortable.  With good care & hand washing these knives should last many years.  I am very pleased with the quality at such a reasonable price.##",5.0,"Reviewed in the United States on July 5, 2019",
130,Sutton,I have needed better set of kitchen knives,"I have needed better set of kitchen knives. I saw these and bought them. For the price, they are outstanding. They are not high dollar name brand knives, but look to be a very nice quality Chinese knife set. The handles appear to be some type of high tech composite. They are very attractive, and appear to be dishwasher safe. The metal of the knives appear to be one solid piece. The bolster, along with the blade and tang, appear to be milled from one piece of stainless. I don't know what type of stainless steel these are, as there is nothing contained in any of the information I can find indicating what the formulation might be.  They arrived fairly sharp, but I will put a better edge on them. The storage block is very nice as well. Mine arrived in good condition with no cracks or other imperfections. All in all, a very nice set for the money. I would highly recommend these knives. I am sure you can get a much better set, but you would have to spend 10 times the money. For the price, these are a steal.##",5.0,"Reviewed in the United States on February 24, 2016",
131,MC,Great Budget Knife Set,"I'll start by saying I'm no expect when it comes to knives. I was truly impressed with the quality of these knives however. I have always gotten cheap sub-$100 Walmart knife block sets and figured I should get some better quality knives more that I'm getting a bit older and cooking more. I heard such great reviews about this set that I wanted to give them a try and I'm glad I did. I won't claim these are the best knives on the market or any nonsense like that, but these are easily on post with anything I have seen in the $100-200. Nothing against the Amazon Basics brand (I have had great experiences with all of the stuff I have gotten) but I didn't want it or a big ""made in China"" in the knives. It is simply on the back of the knife block and not very visible at all. I know it's a vanity point, but I still appreciated it. They have a nice heft to them that makes them feel solid, much nicer than the Chicago Cutlery or Henckels sets that I saw. For the price, I don't think you can beat this set.##",5.0,"Reviewed in the United States on August 5, 2015",
132,A.,Very Sharp!!!! Careful and don't underestimate.,VERY GOOD for the money.##,4.0,"Reviewed in the United States on December 31, 2021",
133,Jenni,"Good set, sturdy","I was very surprised with my purchase of these knives. I was able to get a deal as a deal of the day or something and assumed they would be much cheaper feeling than they are. They are put together nicely, very sharp and sturdy. We have used them for over a month and they have held up much better than a set I purchased and returned due to poor craftsmanship… and those were 4x as much!##",5.0,"Reviewed in the United States on August 9, 2021",
134,Brooke Endres,Fantastic Quality for the Price,"My husband bought me this set for Christmas year before last, since then they have held up better than any knife set I’ve had! Side note: I only hand wash my knives as I feel the dishwasher dulls them and can lead to rust in even the most expensive sets. This year, I bought a set for my best friend and she loves them too. For the size and quality of these knives, I couldn’t find a better price. Definitely recommend! I only wish they came in more vibrant colors##",5.0,"Reviewed in the United States on March 5, 2021",
135,Max Naidu,Bad Quality.. not worth it....,Not sure why this product has 5 star rating. it rusted with in 3 months. very disappointed. asking for a replacement but will need to make sure I am swiping cleaning the knife of any moisture after use.##,2.0,"Reviewed in the United States 🇺🇸 on November 16, 2022",
136,Terri,The knives rust when washed,Knife have rusted##,2.0,"Reviewed in the United States 🇺🇸 on January 30, 2023",
137,J,Perfect for the Price,"Great knives for the price! Most knife sets cost WAY more than this. I am admittedly not that great at taking good care of my knives, so this was just what I needed. Unlike a lot of the reviews I read, they were sharp when I got them and I have only had to sharpen them once since my original purchase. As I mentioned above, I am not that great at taking care of my knives, and one was put into the dishwasher. After only that one wash, it came out rusty. I was disappointed about this. You would think it could last through one wash. If you intend to put these in the dishwasher, I would say do not buy them, but if you are okay with always hand-washing them, you should be fine for a while. I imagine they will rust sooner than many other knives out there, but I didn't pay that much for them, so this is sort of to be expected.##",4.0,"Reviewed in the United States 🇺🇸 on April 29, 2016",
138,SMC,Great set of knives,"I was worried that for the price, I was going to regret this purchase, but luckily, these knives are better than I expected. They are good quality, and they look good. We have had them a few months now, and they are still sharp and have even held up well in the dishwasher.##",5.0,"Reviewed in the United States 🇺🇸 on December 4, 2021",
139,P. Kelley,Good but not great,"The handles are hollow plastic though not very flimsy, they won't break during normal use but if you drop them on tile it's likely. Otherwise quite serviceable and cuts fine.##",5.0,"Reviewed in the United States 🇺🇸 on March 11, 2022",
140,Jason Brown,Good value,Good product for the price.##,4.0,"Reviewed in the United States 🇺🇸 on December 22, 2021",
141,Maria A Peraza,Perfecto,MagnificoFácil de sostenerUna buena opción para regalar##,5.0,"Reviewed in the United States 🇺🇸 on June 9, 2022",
142,Yaír André Cuenú Mosquera,Perfecto para una cocina personal,"Lo compré con el propósito de tener alternativas para los cortes al cocinar y ya sido excelente compra. El único aspecto negativo es que, a pesar de tener una buena cantidad, cuando se utilizan no notas tantas diferencias entre los cortes de uno y otro. En realidad son bastante parecidos entre sí, sobre todo los pequeños. No obstante, me siento muy feliz con el producto y podría recomendarlo.##",5.0,"Reviewed in the United States 🇺🇸 on September 27, 2021",
143,Amazon Customer,Incredible value- astonishing quality for price.,"After purchasing a knife set in a retail store only to find myself disgruntled at the flimsy, dull, and quick-to-rust knives, I turned to the brand that has never let me down- Amazon Basics. The knife set was quick to open and set up. The knives have a pleasant amount of weight to them, reflecting their sturdy and robust build. The knives are also satisfyingly sharp- no problem there.The very fact that Amazon is selling this knife set for ~$26 seems too good to be true, but alas, it is true! Look nowhere else- with this product you will find knives of both incredible quality and value.##",5.0,"Reviewed in the United States 🇺🇸 on July 31, 2020",
144,Tom,Great quality blades.,The quality of the blade is better than sets I have for a lot lot more.  Amazing quality for the price.  Only ding is I am large hands and the handle on the large butcher knife isn’t as ergonomic for me.  But not worth not buying.##,5.0,"Reviewed in the United States 🇺🇸 on December 14, 2021",
145,Guided by the light,It is a great value and is as advertised.,"4-20-21 Update They have not rusted at all despite being repeatedly washed in the dishwasher. I continue to be impressed by the quality of these knifes. Not fancy, but strong. Take and hold a super cutting edge.Update. 4-8-18 So far these knifes have not rusted despite dishwasher use. I am still very pleased with them. They take a good edge that only has to be touched up ocassionally.  This is a $18 knife set that comes with a pine block. It is as advertised. It is not the equivalent of sets costing several times as much but it is the best set I have ever had and is quite serviceable.  The knives are heavy enough and they are sharp. Do not put the knives in the dishwasher. They will rust. This is not a flaw.After a few more days use. I am really happy with this set of knives. There are better kitchen knives to be had. There are none whatsoever that approach the value of these at the $18.00 price point.##",5.0,"Reviewed in the United States on January 31, 2017",
146,Chubby Rodent,Quality control,"I generally really like everything I've ever purchased from the AmazonBasics line. I'm always telling people to look for AmazonBasics whenever they need some kind of electronic item such as batteries or USB cables. So of course I didn't hesitate to get this knife set and block.However for the first I'm less than satisfied. I had to return the block because the first arrived delaminated, and then even the second one has what appears to be an errant saw cut.On one hand, who cares? It's just the block and it's going to get dinged and messed up over time. On the other hand how hard can it be to check these things before they ship out? When you buy a new product it would be nice if it arrives ""new"". Frankly I would not really care at all except both issues were on the top/front of the block --the part that I'll see each time I reach for a knife.All of that said, the knives seem quite nice and of course that's the real product here. I just figured I should mention the issues with the block because some people may want to give this as a gift.(For the record I'm just going to keep the second block even though it's imperfect. Doesn't justify the resources to return it over and over.)##",3.0,"Reviewed in the United States on June 24, 2015",
147,Grechy Milian,Looks great and very functional,"This set is great for the price. I’d seen so many expensive knife sets and was a little intimidated, but this one has everything I need and a great looking block. The sharpening tool is a great bonus as well. The logo is not very noticeable, so you can hardly tell it’s from Amazon Basics. I’ve had it for about 6 months and use most of the knives and the scissors about every other day and they’re still sharp. Overall I’m satisfied.##",5.0,"Reviewed in the United States on March 19, 2021",
148,Mag,Cheap metal!  (Steel?),"Okay so truthfully I've had these knives about a year and haven't had any disappointments really.  No rust, got the job done for a guy trying to cut what he needs in the kitchen.  All the sudden, trying to cut some crusty sourdough- too much for these knives!  It literally just bent and broke.  Not truly a full tang at all it is a different kind of very soft metal in the handle that really is a just an outline as you can see!  I'm upset I wasted my money.  Can't even handle homemade bread.  I'd ask for a refund but my year is up?##",5.0,"Reviewed in the United States on June 15, 2020",
149,Nz,Excellent quality!!,Pleased with this purchase. Quality is amazing better than any brand name knives. Thanks##,5.0,"Reviewed in the United States on April 29, 2022",
